diag_id,object_id,method,date,temperature,humidity,illumination,defect_found,defect_description,quality_grade,param1,param2,param3,ml_label
249,180,TFI,2021-05-19,31.8,84.6,825.1,True,коррозия - ОБШР,допустимо,8.94,98.6,102.4,normal
250,288,UZK,2022-01-07,26.1,24.0,529.3,True,овальность - ОВЛ,удовлетворительно,1.56,334.0,73.3,normal
251,683,VIK,2017-04-24,-5.9,69.8,200.4,False,,удовлетворительно,,,,normal
252,27,MFL,2018-04-23,16.7,88.9,423.3,True,трещина - ТРЩ,допустимо,42.56,452.6,81.9,medium
253,475,MFL,2018-03-18,32.8,33.4,803.6,True,расслоение - ВМТ,удовлетворительно,58.47,322.0,51.3,high
254,444,UZK,2022-10-24,6.2,59.2,315.9,False,,удовлетворительно,,,,normal
255,256,MFL,2016-08-13,39.4,40.7,241.0,False,,удовлетворительно,,,,normal
256,76,UZK,2022-05-02,28.7,94.8,398.0,False,,удовлетворительно,,,,normal
257,183,TVK,2020-05-29,-28.0,58.8,547.0,True,вмятина - ПОКН,допустимо,27.68,38.9,128.2,high
258,338,UTWM,2016-06-05,-21.3,26.7,737.8,True,коррозия - ОБШР,недопустимо,12.53,54.9,194.6,high
259,774,TFI,2016-07-29,23.7,67.7,979.8,False,,удовлетворительно,,,,normal
260,518,TVK,2019-12-06,-12.8,47.3,192.3,True,расслоение - ВМТ,допустимо,17.29,184.9,195.0,normal
261,255,UZK,2020-06-18,-5.0,61.2,572.7,True,коррозия - ОБШР,требует_мер,11.01,343.2,112.3,medium
262,398,TFI,2016-09-02,13.3,69.4,462.5,True,трещина - ТРЩ,удовлетворительно,58.33,265.2,178.7,high
263,685,TVK,2020-11-14,4.3,87.9,639.8,True,расслоение - ВМТ,недопустимо,47.79,13.1,148.4,high
264,178,MPK,2017-06-25,3.6,45.9,497.9,False,,удовлетворительно,,,,normal
265,154,MFL,2022-06-30,34.1,66.7,983.5,False,,удовлетворительно,,,,normal
266,326,MFL,2025-11-03,22.6,61.0,375.4,False,,удовлетворительно,,,,normal
267,80,MFL,2024-10-03,12.0,77.9,400.4,False,,удовлетворительно,,,,normal
268,707,UTWM,2022-02-01,36.3,56.7,933.4,True,аномалия сварного шва - ШОВ,допустимо,45.96,422.8,191.8,medium
269,746,UZK,2024-10-31,2.6,87.5,439.6,True,овальность - ОВЛ,допустимо,52.31,106.8,157.0,high
270,597,UZK,2022-06-21,11.2,85.8,824.3,True,овальность - ОВЛ,удовлетворительно,45.47,115.2,179.6,medium
271,146,UZK,2018-11-26,-7.8,42.6,462.9,False,,удовлетворительно,,,,normal
272,665,UZK,2024-04-01,-20.0,36.7,211.6,True,трещина - ТРЩ,требует_мер,12.33,241.3,64.3,medium
273,640,MFL,2023-07-07,-27.4,71.6,253.4,True,аномалия сварного шва - ШОВ,удовлетворительно,48.55,287.0,197.5,medium
274,247,MFL,2022-12-10,29.5,89.5,638.7,True,трещина - ТРЩ,требует_мер,21.74,273.7,97.8,medium
275,497,MFL,2016-08-11,-11.3,54.4,234.3,False,,удовлетворительно,,,,normal
276,190,MFL,2020-07-24,-25.4,59.7,282.0,False,,удовлетворительно,,,,normal
277,14,TFI,2016-12-02,42.8,35.6,435.6,True,коррозия - ОБШР,требует_мер,9.12,201.8,136.3,medium
278,259,MFL,2016-10-10,-11.5,61.3,644.5,True,овальность - ОВЛ,допустимо,47.59,118.5,45.0,medium
279,280,GEO,2024-09-14,-4.4,77.3,447.2,True,расслоение - ВМТ,допустимо,49.2,224.3,139.5,medium
280,271,GEO,2018-12-09,4.6,50.7,380.9,True,потеря металла - ЯЗВА,требует_мер,21.3,295.4,115.6,medium
281,489,MFL,2023-01-18,32.3,76.8,414.4,False,,удовлетворительно,,,,normal
282,476,VIK,2024-12-22,14.5,61.1,371.0,False,,удовлетворительно,,,,normal
283,299,TVK,2020-07-24,-11.9,69.1,852.4,False,,удовлетворительно,,,,normal
284,27,TFI,2016-01-10,-13.3,54.4,393.6,True,коррозия - ОБШР,допустимо,14.95,366.3,28.7,normal
285,374,RGK,2021-09-04,-29.2,80.9,870.3,False,,удовлетворительно,,,,normal
286,476,PVK,2022-10-23,27.4,58.8,482.2,True,трещина - ТРЩ,недопустимо,4.25,114.8,50.5,high
287,289,RGK,2018-06-21,26.9,50.1,441.7,False,,удовлетворительно,,,,normal
288,759,VIK,2024-08-29,-6.8,33.0,440.0,True,расслоение - ВМТ,удовлетворительно,28.89,261.0,37.1,medium
289,474,TFI,2022-03-24,-22.6,94.7,205.3,False,,удовлетворительно,,,,normal
290,595,TFI,2023-07-17,8.2,41.1,818.1,False,,удовлетворительно,,,,normal
291,192,UZK,2019-05-10,0.5,43.1,275.5,True,коррозия - ОБШР,допустимо,43.68,439.5,16.1,medium
292,466,UZK,2023-02-22,-26.0,39.3,402.1,True,аномалия сварного шва - ШОВ,допустимо,58.88,114.7,106.5,high
293,620,VIK,2021-08-16,-23.6,71.6,492.0,True,коррозия - ОБШР,допустимо,46.1,36.7,6.2,medium
294,488,VIK,2022-02-26,-20.2,83.5,172.4,True,аномалия сварного шва - ШОВ,требует_мер,36.67,437.7,68.6,medium
295,320,UZK,2020-01-05,33.9,90.9,178.9,True,аномалия сварного шва - ШОВ,допустимо,18.66,283.3,129.5,normal
296,602,VIK,2020-02-22,37.0,74.1,160.1,False,,удовлетворительно,,,,normal
297,701,VIBRO,2018-01-08,25.0,40.4,758.5,False,,удовлетворительно,,,,normal
298,732,RGK,2022-10-08,-16.4,68.8,398.2,True,трещина - ТРЩ,удовлетворительно,45.34,390.3,46.7,high
299,688,TFI,2020-03-17,1.8,76.0,545.6,False,,удовлетворительно,,,,normal
300,589,PVK,2016-07-21,31.5,74.8,518.3,False,,удовлетворительно,,,,normal
301,17,RGK,2019-12-19,-10.3,60.7,300.5,False,,удовлетворительно,,,,normal
302,235,MFL,2020-05-07,-15.5,41.8,915.8,False,,удовлетворительно,,,,normal
303,318,PVK,2024-09-24,28.8,36.3,214.5,True,расслоение - ВМТ,требует_мер,10.88,462.8,180.0,medium
304,327,TVK,2017-12-12,6.2,59.6,112.5,True,коррозия - ОБШР,недопустимо,59.41,475.2,190.6,high
305,270,VIK,2019-08-16,30.4,76.2,752.3,True,аномалия сварного шва - ШОВ,допустимо,40.23,11.5,9.8,medium
306,665,VIK,2018-01-03,-0.8,80.5,531.5,True,овальность - ОВЛ,допустимо,9.25,255.9,86.6,normal
307,189,VIK,2025-04-18,5.8,47.2,650.7,True,аномалия сварного шва - ШОВ,допустимо,30.81,437.2,101.7,medium
308,462,UZK,2017-06-11,-4.2,71.4,699.3,True,трещина - ТРЩ,допустимо,33.86,63.4,146.2,medium
309,585,MFL,2020-12-06,-21.8,47.5,823.2,True,расслоение - ВМТ,удовлетворительно,29.51,47.2,142.2,medium
310,360,RGK,2016-04-22,-9.3,91.0,471.9,False,,удовлетворительно,,,,normal
311,50,MFL,2021-03-30,22.9,42.8,899.5,True,вмятина - ПОКН,допустимо,31.42,95.3,58.1,medium
312,148,PVK,2021-10-25,44.0,85.7,732.1,True,трещина - ТРЩ,удовлетворительно,29.85,414.3,120.9,normal
313,263,VIK,2018-07-28,13.1,94.1,174.7,True,овальность - ОВЛ,требует_мер,48.87,274.4,175.5,medium
314,114,VIK,2020-02-25,39.9,32.5,501.1,False,,удовлетворительно,,,,normal
315,171,VIK,2023-01-20,-29.5,83.2,321.6,True,потеря металла - ЯЗВА,допустимо,29.85,455.9,149.0,high
316,20,MPK,2024-12-16,-25.7,54.7,445.1,False,,удовлетворительно,,,,normal
317,515,UZK,2018-02-17,-7.8,57.2,915.5,False,,удовлетворительно,,,,normal
318,770,TFI,2023-07-28,20.6,76.4,805.8,False,,удовлетворительно,,,,normal
319,653,RGK,2016-09-03,-15.5,91.5,738.7,False,,удовлетворительно,,,,normal
320,358,GEO,2016-04-18,3.0,59.8,206.4,True,аномалия сварного шва - ШОВ,недопустимо,46.27,88.6,31.6,high
321,97,MFL,2021-04-21,21.8,73.6,605.8,False,,удовлетворительно,,,,normal
322,688,TFI,2019-03-20,30.7,86.1,648.9,False,,удовлетворительно,,,,normal
323,739,PVK,2019-07-23,39.4,72.1,502.0,True,аномалия сварного шва - ШОВ,требует_мер,10.99,70.7,104.6,medium
324,707,MFL,2016-12-25,23.6,61.2,198.8,False,,удовлетворительно,,,,normal
325,273,MFL,2022-05-27,2.4,33.3,590.9,False,,удовлетворительно,,,,normal
326,663,MFL,2023-06-17,7.0,59.4,848.2,True,аномалия сварного шва - ШОВ,допустимо,40.82,352.6,30.4,high
327,538,PVK,2018-12-02,-3.8,20.5,907.9,False,,удовлетворительно,,,,normal
328,785,VIBRO,2019-05-28,12.6,71.0,117.4,False,,удовлетворительно,,,,normal
329,25,RGK,2017-04-04,19.6,54.5,564.7,True,коррозия - ОБШР,удовлетворительно,41.99,489.9,190.6,medium
330,743,UZK,2023-11-12,35.4,60.3,508.4,True,аномалия сварного шва - ШОВ,требует_мер,7.75,225.7,22.6,medium
331,303,TFI,2016-04-22,33.8,84.6,991.8,True,потеря металла - ЯЗВА,удовлетворительно,51.25,244.9,72.1,high
332,710,UZK,2019-11-19,-0.5,45.4,473.8,True,овальность - ОВЛ,удовлетворительно,55.15,362.9,39.1,high
333,770,MFL,2021-11-04,24.4,59.6,721.7,True,расслоение - ВМТ,удовлетворительно,17.51,229.7,54.5,normal
334,417,MFL,2021-12-31,-20.5,62.9,604.6,False,,удовлетворительно,,,,normal
335,434,VIK,2016-12-03,30.0,85.3,341.2,True,аномалия сварного шва - ШОВ,допустимо,24.56,474.2,114.7,normal
336,681,UZK,2018-03-07,-20.8,41.0,109.2,True,овальность - ОВЛ,допустимо,30.18,135.4,130.6,medium
337,246,VIK,2023-12-11,-6.7,87.6,927.4,True,трещина - ТРЩ,удовлетворительно,8.75,294.1,143.2,normal
338,216,MFL,2018-01-03,-15.0,68.6,590.2,False,,удовлетворительно,,,,normal
339,156,TFI,2021-08-06,1.3,41.0,774.3,True,трещина - ТРЩ,требует_мер,22.78,382.5,66.2,medium
340,720,UZK,2016-02-03,-12.7,82.4,586.7,True,коррозия - ОБШР,допустимо,37.74,293.1,143.6,high
341,719,UZK,2017-03-31,-13.7,68.2,159.0,False,,удовлетворительно,,,,normal
342,173,MFL,2021-05-31,-25.0,20.8,352.4,False,,удовлетворительно,,,,normal
343,638,MFL,2018-02-19,10.5,69.9,302.6,True,потеря металла - ЯЗВА,допустимо,12.99,242.9,60.3,normal
344,403,GEO,2022-04-29,-20.4,25.1,822.0,True,вмятина - ПОКН,допустимо,2.71,490.5,198.7,normal
345,630,MPK,2020-04-12,36.3,93.8,888.2,True,потеря металла - ЯЗВА,требует_мер,56.81,251.2,79.6,high
346,314,VIBRO,2019-01-24,41.1,83.7,910.9,False,,удовлетворительно,,,,normal
347,368,MFL,2016-03-09,1.0,71.5,994.5,False,,удовлетворительно,,,,normal
348,447,MPK,2018-03-07,15.1,58.8,893.1,False,,удовлетворительно,,,,normal
349,474,MPK,2021-01-18,25.3,61.7,775.3,False,,удовлетворительно,,,,normal
350,99,MFL,2017-07-21,-14.9,27.4,784.6,True,потеря металла - ЯЗВА,удовлетворительно,40.2,278.6,91.4,medium
351,440,VIK,2023-03-12,3.5,58.9,414.0,True,коррозия - ОБШР,допустимо,22.95,332.3,77.7,high
352,140,UZK,2025-10-24,-28.8,36.9,755.7,True,овальность - ОВЛ,требует_мер,50.86,259.5,102.7,high
353,78,PVK,2021-01-06,8.5,74.9,887.1,False,,удовлетворительно,,,,normal
354,43,UZK,2019-01-23,-29.4,85.7,358.6,True,расслоение - ВМТ,удовлетворительно,27.13,453.9,56.1,high
355,78,UZK,2022-08-09,38.4,33.8,934.1,False,,удовлетворительно,,,,normal
356,648,TFI,2016-07-27,1.5,58.5,563.9,False,,удовлетворительно,,,,normal
357,762,MPK,2024-01-05,14.8,90.9,972.6,True,коррозия - ОБШР,удовлетворительно,41.98,210.9,119.3,medium
358,259,MFL,2025-03-26,37.8,62.3,310.6,True,аномалия сварного шва - ШОВ,требует_мер,23.39,442.7,149.1,medium
359,440,UTWM,2022-01-23,30.0,59.1,689.4,False,,удовлетворительно,,,,normal
360,745,MPK,2018-07-30,-13.2,33.4,219.8,True,потеря металла - ЯЗВА,требует_мер,46.0,405.9,5.3,medium
361,680,VIK,2018-01-23,40.4,40.6,309.7,False,,удовлетворительно,,,,normal
362,395,MFL,2018-09-20,-1.9,31.2,132.4,True,аномалия сварного шва - ШОВ,допустимо,20.15,443.1,157.3,medium
363,527,UZK,2023-09-18,23.1,39.6,579.1,True,трещина - ТРЩ,требует_мер,34.08,465.2,194.7,high
364,240,UZK,2022-07-30,33.8,29.1,147.4,True,аномалия сварного шва - ШОВ,недопустимо,32.7,434.7,154.4,high
365,571,VIK,2025-01-24,-13.0,58.8,891.4,True,трещина - ТРЩ,допустимо,24.55,222.9,83.3,medium
366,68,TFI,2024-07-16,44.8,60.9,738.6,False,,удовлетворительно,,,,normal
367,454,MFL,2018-08-10,8.5,87.0,332.8,False,,удовлетворительно,,,,normal
368,328,MFL,2020-07-08,-28.9,65.9,350.3,True,овальность - ОВЛ,допустимо,31.66,30.9,26.1,medium
369,530,UZK,2016-06-03,5.6,54.7,780.2,True,трещина - ТРЩ,требует_мер,56.58,203.8,116.6,high
370,451,UZK,2022-11-09,40.2,30.9,587.0,True,аномалия сварного шва - ШОВ,допустимо,20.59,215.9,95.6,high
371,66,PVK,2016-12-17,4.5,20.2,990.0,True,вмятина - ПОКН,допустимо,7.91,177.4,199.3,normal
372,387,TFI,2023-07-09,35.8,31.9,563.6,True,аномалия сварного шва - ШОВ,требует_мер,53.69,23.7,175.1,high
373,534,VIK,2019-07-17,-26.5,52.3,310.6,True,коррозия - ОБШР,удовлетворительно,53.58,301.0,74.2,high
374,469,MFL,2017-10-08,-17.3,64.9,960.9,True,расслоение - ВМТ,требует_мер,50.08,79.1,46.3,high
375,542,MFL,2017-05-25,3.1,36.9,555.0,False,,удовлетворительно,,,,normal
376,591,MFL,2022-12-11,-1.0,91.7,903.9,True,расслоение - ВМТ,требует_мер,4.58,83.2,11.9,medium
377,504,RGK,2016-06-30,-8.1,39.0,876.2,True,аномалия сварного шва - ШОВ,удовлетворительно,35.19,438.3,28.7,medium
378,509,MFL,2018-02-09,41.2,91.5,293.1,True,потеря металла - ЯЗВА,требует_мер,54.64,221.8,116.0,high
379,484,UZK,2016-01-02,44.2,45.9,169.7,True,коррозия - ОБШР,удовлетворительно,36.88,344.8,167.9,high
380,737,MFL,2023-07-25,-1.1,36.4,577.3,True,аномалия сварного шва - ШОВ,требует_мер,38.53,452.5,64.6,medium
381,529,UZK,2017-12-05,-17.8,84.3,798.8,True,расслоение - ВМТ,допустимо,59.2,292.6,96.7,high
382,225,MFL,2020-07-28,33.1,35.4,255.3,False,,удовлетворительно,,,,normal
383,670,UZK,2021-03-10,3.2,63.9,829.9,True,потеря металла - ЯЗВА,удовлетворительно,58.51,357.3,27.0,high
384,484,RGK,2022-11-27,40.4,31.5,436.6,True,аномалия сварного шва - ШОВ,допустимо,27.59,419.2,15.0,medium
385,218,UZK,2023-06-20,22.0,22.9,213.4,True,коррозия - ОБШР,допустимо,42.2,423.7,172.2,high
386,70,VIBRO,2023-01-01,13.9,45.1,240.9,True,расслоение - ВМТ,допустимо,54.73,19.3,14.5,high
387,413,TFI,2017-10-02,44.3,70.6,539.7,False,,удовлетворительно,,,,normal
388,509,RGK,2019-03-30,35.3,22.2,499.8,False,,удовлетворительно,,,,normal
389,609,PVK,2023-03-23,-19.1,30.7,104.4,True,вмятина - ПОКН,недопустимо,47.16,435.4,109.2,high
390,561,UZK,2020-04-05,22.6,65.5,899.3,False,,удовлетворительно,,,,normal
391,761,MFL,2021-03-12,-22.9,77.4,451.7,True,аномалия сварного шва - ШОВ,недопустимо,39.21,413.2,20.5,high
392,161,UZK,2024-10-04,41.9,57.6,907.8,False,,удовлетворительно,,,,normal
393,96,GEO,2019-09-19,-27.4,61.6,350.6,True,аномалия сварного шва - ШОВ,недопустимо,34.58,101.6,84.1,high
394,219,UZK,2016-10-20,26.3,35.0,912.8,True,расслоение - ВМТ,удовлетворительно,9.48,286.8,57.6,normal
395,391,GEO,2018-11-03,3.6,44.3,514.5,True,коррозия - ОБШР,удовлетворительно,41.46,166.0,34.5,medium
396,692,MPK,2024-07-05,9.9,43.2,932.8,True,аномалия сварного шва - ШОВ,требует_мер,2.84,494.7,142.2,medium
397,269,UZK,2020-09-09,15.9,40.2,513.0,False,,удовлетворительно,,,,normal
398,135,UTWM,2018-07-17,-9.6,62.4,516.3,True,потеря металла - ЯЗВА,удовлетворительно,5.38,437.7,78.8,normal
399,740,MFL,2018-10-28,27.6,21.4,912.4,True,расслоение - ВМТ,допустимо,18.48,299.0,24.2,normal
400,138,VIK,2022-06-27,15.2,81.5,783.3,False,,удовлетворительно,,,,normal
